X1,surveyID,P_type,verif_ans,P_sentence,clear_responses,ispo
1909,ok6o9kx720200209,DOC,y,The bartender handed the customer the cocktail.,The cowboy handed the clown the hat.,0
1910,ok6o9kx720200209,POI,n,The swimmer handed the towel to they driver.,The girl handed the paintbrush to the painter.,1
1911,ok6o9kx720200209,DOI,n,The disgruntled employee gave the manager them long letter.,The policeman is giving the driver a ticket,0
1912,ok6o9kx720200209,POC,y,The good looking bartender handed free drinks to the girls at the bar.,The student handed the letter up.,0
1913,ok6o9kx720200209,DOC,y,The woman gave the new neighbor the rusty bike.,The man gave the girl a present,0
1914,ok6o9kx720200209,POC,y,The architect showed the model of the building to the architect.,The woman showed the dress on the table,1
1915,ok6o9kx720200209,DOI,n,The secretary handed the manager they invoice.,The librarian handed the kid a book.,0
1916,ok6o9kx720200209,POC,y,The mean neighbor handed a nasty note to the woman next door.,The waitress handed the menu to the customer.,1
1917,ok6o9kx720200209,DOC,y,The teacher handed the student the certificate.,The boy handed the singer the guitar.,0
1918,ok6o9kx720200209,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,The girl handed the object to the boy.,1
1919,ok6o9kx720200209,DOI,n,The photographer showed the editor them finished proofs.,The man showed the couple the car.,0
1920,ok6o9kx720200209,POC,y,The travel agent gave the last ticket to the young fan.,The boy gave the girl a heart.,0
1921,p2achudm20201123,DOC,y,The teacher handed the student the certificate.,He handed him the guitar.,0
1922,p2achudm20201123,POI,n,The swimmer handed the towel to they driver.,She handed him a brush.,0
1923,p2achudm20201123,DOC,y,The happy child showed her father the coloring book.,He showed the judge a gun.,0
1924,p2achudm20201123,POI,n,The millionaire gave the valuable painting to they struggling artist.,She gave her teacher flowers.,0
1925,p2achudm20201123,DOI,n,The captain gave the old sailor they spare life jacket.,She gave her a cake.,0
1926,p2achudm20201123,POI,n,The builder showed the blueprints to they new client.,They show the teacher a drawing.,0
1927,p2achudm20201123,DOC,y,The woman gave the new neighbor the rusty bike.,He gives her a gift.,0
1928,p2achudm20201123,POI,n,The researcher gave the detailed results to them experienced surgeon.,The sailor gives the soldier a teapot.,0
1929,p2achudm20201123,DOC,y,The bartender handed the customer the cocktail.,He hands the clown a hat.,0
1930,p2achudm20201123,POC,y,The good looking bartender handed free drinks to the girls at the bar.,She hands him letters.,0
1931,p2achudm20201123,DOI,n,The disgruntled employee gave the manager them long letter.,The officer gives him a ticket.,0
1932,p2achudm20201123,POC,y,The mean neighbor handed a nasty note to the woman next door.,She hands him a menu.,0
1933,p2achudm20201123,DOI,n,The photographer showed the editor them finished proofs.,He shows them a car.,0
1934,p2achudm20201123,POC,y,The mother gave the expensive toy to the hungry toddler.,She gives him a cane.,0
1935,p2achudm20201123,DOI,n,The spy handed the double agent them submarine blueprints.,The nurse hands the doctor something.,0
1936,p2achudm20201123,POC,y,The architect showed the model of the building to the architect.,He shows him a dress.,0
1937,p2achudm20201123,DOC,y,The fashion designer gave the famous journalist the pink jacket.,The nurse gives them medicine.,0
1938,p2achudm20201123,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,She hands him a plate.,0
1939,p2achudm20201123,DOI,n,The secretary handed the manager they invoice.,She hands him a book.,0
1940,p2achudm20201123,POC,y,The travel agent gave the last ticket to the young fan.,He gives her a heart.,0
1941,pglz36nx20200127,DOC,y,The fashion designer gave the famous journalist the pink jacket.,The nurse is giving the patient something.,0
1942,pglz36nx20200127,POI,n,The swimmer handed the towel to they driver.,The girl handed a paintbrush to the boy.,1
1943,pglz36nx20200127,DOI,n,The disgruntled employee gave the manager them long letter.,The officer is giving the driver a ticket.,0
1944,pglz36nx20200127,POI,n,The builder showed the blueprints to they new client.,The students are showing the teacher a drawing.,0
1945,pglz36nx20200127,DOI,n,The spy handed the double agent them submarine blueprints.,She is handing him a tool.,0
1946,pglz36nx20200127,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,She is handing him a plate.,0
1947,pglz36nx20200127,DOI,n,The captain gave the old sailor they spare life jacket.,They are giving him a cake.,0
1948,pglz36nx20200127,POC,y,The architect showed the model of the building to the architect.,She is showing him a dress.,0
1949,pglz36nx20200127,DOC,y,The woman gave the new neighbor the rusty bike.,He is giving her a present.,0
1950,pglz36nx20200127,POC,y,The mean neighbor handed a nasty note to the woman next door.,She handed him a menu.,0
1951,pglz36nx20200127,DOI,n,The secretary handed the manager they invoice.,She is handing him a book.,0
1952,pglz36nx20200127,POI,n,The researcher gave the detailed results to them experienced surgeon.,The sailor is giving him a teapot.,0
1953,pglz36nx20200127,DOC,y,The bartender handed the customer the cocktail.,He is handing the clown a hat.,0
1954,pglz36nx20200127,POC,y,The travel agent gave the last ticket to the young fan.,He is giving her a valentine.,0
1955,pglz36nx20200127,DOC,y,The happy child showed her father the coloring book.,He is showing him a tool.,0
1956,pglz36nx20200127,POC,y,The good looking bartender handed free drinks to the girls at the bar.,She is handing him chalk.,0
1957,pglz36nx20200127,DOC,y,The teacher handed the student the certificate.,He is handing him a guitar.,0
1958,pglz36nx20200127,POC,y,The mother gave the expensive toy to the hungry toddler.,She gave the chef a cane.,0
1959,pglz36nx20200127,DOI,n,The photographer showed the editor them finished proofs.,He is showing them a car.,0
1960,pglz36nx20200127,POI,n,The millionaire gave the valuable painting to they struggling artist.,She is giving her teacher flowers.,0
1961,pl59ybvr20201103,DOI,n,The photographer showed the editor them finished proofs.,the man shows the couple the car,0
1962,pl59ybvr20201103,POC,y,The travel agent gave the last ticket to the young fan.,the boy gives the girl a valentine,0
1963,pl59ybvr20201103,DOI,n,The captain gave the old sailor they spare life jacket.,the couple give a cake to the woman,1
1964,pl59ybvr20201103,POI,n,The researcher gave the detailed results to them experienced surgeon.,the sailor gives the soldier a teapot,0
1965,pl59ybvr20201103,DOI,n,The secretary handed the manager they invoice.,The librarian hands the boy a book.,0
1966,pl59ybvr20201103,POC,y,The mean neighbor handed a nasty note to the woman next door.,The waitress hands the man a menu.,0
1967,pl59ybvr20201103,DOC,y,The teacher handed the student the certificate.,the boy hands the musician his guitar.,0
1968,pl59ybvr20201103,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,The girl hands the boy a circular item.,0
1969,pl59ybvr20201103,DOC,y,The happy child showed her father the coloring book.,The man shows the other man the gun.,0
1970,pl59ybvr20201103,POI,n,The builder showed the blueprints to they new client.,The students show their teacher their artwork.,0
1971,pl59ybvr20201103,DOC,y,The bartender handed the customer the cocktail.,The man hands the clown a hat.,0
1972,pl59ybvr20201103,POC,y,The good looking bartender handed free drinks to the girls at the bar.,The girl hands a writing utensil to the boy.,1
1973,pl59ybvr20201103,DOI,n,The disgruntled employee gave the manager them long letter.,The police officer gives the man a ticket.,0
1974,pl59ybvr20201103,POI,n,The swimmer handed the towel to they driver.,The girl hands a paintbrush to the painter.,1
1975,pl59ybvr20201103,DOI,n,The spy handed the double agent them submarine blueprints.,The nurse hands the doctor his stethoscope.,0
1976,pl59ybvr20201103,POI,n,The millionaire gave the valuable painting to they struggling artist.,The girl gives her grandma flowers.,0
1977,pl59ybvr20201103,DOC,y,The woman gave the new neighbor the rusty bike.,The man gives the girl a gift.,0
1978,pl59ybvr20201103,POC,y,The mother gave the expensive toy to the hungry toddler.,The woman gives the man a cane.,0
1979,pl59ybvr20201103,DOC,y,The fashion designer gave the famous journalist the pink jacket.,The nurse gives the patient his food.,0
1980,pl59ybvr20201103,POC,y,The architect showed the model of the building to the architect.,The woman shows her dress to the man.,0
1981,plcd2fbz20200301,DOC,y,The fashion designer gave the famous journalist the pink jacket.,the nurse has to give medicine,1
1982,plcd2fbz20200301,POI,n,The swimmer handed the towel to they driver.,the girl went to hand over the paint brush,NA
1983,plcd2fbz20200301,DOI,n,The photographer showed the editor them finished proofs.,the salesman always puts on a good show,0
1984,plcd2fbz20200301,POC,y,The travel agent gave the last ticket to the young fan.,the boy went to give a valentine,1
1985,plcd2fbz20200301,DOI,n,The secretary handed the manager they invoice.,the librarian went to hand out a book,NA
1986,plcd2fbz20200301,POC,y,The good looking bartender handed free drinks to the girls at the bar.,the girl went to hand the boy chalk,1
1987,plcd2fbz20200301,DOI,n,The captain gave the old sailor they spare life jacket.,the parents went to give a cake.,1
1988,plcd2fbz20200301,POC,y,The architect showed the model of the building to the architect.,the girl wanted to show off her dress,NA
1989,plcd2fbz20200301,DOI,n,The spy handed the double agent them submarine blueprints.,the nurse went to hand the stethoscope.,1
1990,plcd2fbz20200301,POI,n,The millionaire gave the valuable painting to they struggling artist.,the girl wanted to give flowers,1
1991,plcd2fbz20200301,DOC,y,The teacher handed the student the certificate.,the boy went to hand off the guitar,NA
1992,plcd2fbz20200301,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,the girl went to hand off the frisbee,NA
1993,plcd2fbz20200301,DOC,y,The woman gave the new neighbor the rusty bike.,the man wanted to give a gift,1
1994,plcd2fbz20200301,POC,y,The mother gave the expensive toy to the hungry toddler.,the maid wanted to give away the cane,NA
1995,plcd2fbz20200301,DOI,n,The disgruntled employee gave the manager them long letter.,the cop had to give the man a ticket,0
1996,plcd2fbz20200301,POC,y,The mean neighbor handed a nasty note to the woman next door.,the waitress went to hand him a menu,0
1997,plcd2fbz20200301,DOC,y,The bartender handed the customer the cocktail.,the man had to hand a hat to the clown,1
1998,plcd2fbz20200301,POI,n,The builder showed the blueprints to they new client.,the children had to show off their art,NA
1999,plcd2fbz20200301,DOC,y,The happy child showed her father the coloring book.,the lawyer had to show the judge the gun,0
2000,plcd2fbz20200301,POI,n,The researcher gave the detailed results to them experienced surgeon.,the sailor went to give the tea away.,0
2001,pmqrpsua20200130,DOC,y,The woman gave the new neighbor the rusty bike.,the adult gave the child a gift,0
2002,pmqrpsua20200130,POI,n,The builder showed the blueprints to they new client.,the students showed their picture to the teacher,1
2003,pmqrpsua20200130,DOI,n,The secretary handed the manager they invoice.,the librarian handed the child a book,0
2004,pmqrpsua20200130,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,the girl handed the frisbee to the boy,1
2005,pmqrpsua20200130,DOC,y,The fashion designer gave the famous journalist the pink jacket.,the nurse gave the patient items,0
2006,pmqrpsua20200130,POC,y,The good looking bartender handed free drinks to the girls at the bar.,the girl handed the letter to the boy,1
2007,pmqrpsua20200130,DOC,y,The teacher handed the student the certificate.,the assistant hands the artist his guitar,0
2008,pmqrpsua20200130,POC,y,The mean neighbor handed a nasty note to the woman next door.,the waitress handed the customer a menu,0
